tanaman,ketinggian,hujan,temperatur
kentang,734,3191,14
cabai,615,1569,21
bayam,1186,1211,20
kentang,1101,3134,15
cabai,455,1498,30
cabai,271,1652,23
kentang,2837,2655,24
bayam,1252,1235,26
stroberi,1048,671,20
cabai,186,1653,22
bayam,1319,1419,20
stroberi,1247,662,19
jambu air,196,1550,19
kentang,2127,2772,19
jambu air,120,1624,16
bayam,1954,1389,26
bayam,199,1287,20
stroberi,1118,683,18
stroberi,1397,684,20
kentang,1014,2461,20
stroberi,1034,680,19
kentang,2165,3334,21
bayam,1856,1539,24
jambu air,227,821,28
stroberi,1076,639,20
cabai,519,1148,24
stroberi,1096,666,18
cabai,761,1601,22
kentang,1991,3037,22
kentang,1682,2741,21
stroberi,1463,615,20
kentang,955,3085,24
bayam,1749,1824,22
jambu air,426,750,25
kentang,1123,2612,14
stroberi,1061,619,19
cabai,1065,1365,26
stroberi,1208,659,17
jambu air,198,907,26
jambu air,110,1252,19
jambu air,194,2804,10
bayam,328,1794,30
jambu air,359,2877,14
bayam,1323,1444,23
stroberi,1414,677,17
cabai,1037,1279,22
kentang,1390,3031,14
jambu air,469,1829,25
bayam,257,1959,27
cabai,1080,1876,21
kentang,1764,2802,23
jambu air,212,2632,21
kentang,2891,2557,22
stroberi,1155,662,17
bayam,1892,1639,21
cabai,649,1320,19
jambu air,19,2510,12
bayam,678,1414,30
stroberi,1489,678,18
kentang,682,3155,16
kentang,1295,2901,22
bayam,429,1782,21
jambu air,199,2557,13
cabai,1290,1962,28
jambu air,262,1007,15
bayam,802,1987,21
kentang,1532,3436,16
bayam,1919,1114,26
bayam,828,1090,26
stroberi,1144,689,18
cabai,15,1038,27
kentang,2595,2546,22
kentang,2893,2869,21
stroberi,1163,666,18
cabai,1265,1500,26
jambu air,316,1738,11
stroberi,1228,700,19
kentang,1882,3564,19
jambu air,369,1906,14
cabai,598,861,26
kentang,2053,2406,21
cabai,971,1854,19
stroberi,1202,643,20
stroberi,1169,689,19
stroberi,1392,650,20
bayam,899,1128,25
bayam,1281,1957,24
jambu air,96,2026,16
stroberi,1037,605,17
stroberi,1212,600,18
cabai,84,908,29
bayam,641,1860,28
bayam,1654,1818,25
stroberi,1443,697,18
cabai,1192,1055,23
stroberi,1019,686,18
kentang,2175,3369,13
jambu air,447,1237,21
bayam,203,1949,29
jambu air,27,2402,15
kentang,967,2670,14
cabai,1115,1421,24
stroberi,1341,609,17
bayam,1783,1281,30
stroberi,1442,689,19
bayam,1778,1086,29
cabai,375,1610,19
kentang,1874,2896,14
stroberi,1381,618,18
cabai,1223,1583,23
bayam,1551,1075,24
kentang,1131,3257,24
jambu air,191,2895,28
cabai,964,1815,30
kentang,1292,2470,22
stroberi,1397,665,20
jambu air,234,2102,14
bayam,1714,1605,21
stroberi,1210,674,18
stroberi,1446,625,17
kentang,435,3328,19
kentang,954,3205,23
stroberi,1382,636,19
bayam,1927,1854,30
kentang,1871,2872,20
bayam,1345,1471,30
kentang,1550,2685,17
jambu air,351,1767,15
stroberi,1265,617,17
bayam,600,1895,24
jambu air,471,2119,26
jambu air,431,2320,12
kentang,773,3465,15
cabai,1280,815,21
kentang,1998,2945,13
bayam,165,1076,22
jambu air,260,1002,14
bayam,231,1565,20
kentang,1218,3124,16
stroberi,1048,690,20
cabai,549,1179,25
kentang,868,2620,19
stroberi,1284,635,20
bayam,559,1894,26
bayam,139,1876,27
cabai,925,877,24
cabai,67,1519,21
kentang,432,2868,18
cabai,397,1033,25
stroberi,1158,640,17
stroberi,1434,688,17
cabai,628,1860,29
kentang,394,3316,19
stroberi,1316,603,17
kentang,965,2858,13
stroberi,1052,686,20
kentang,1834,3156,15
kentang,377,2893,17
jambu air,106,1233,15
stroberi,1499,627,19
jambu air,51,2567,14
jambu air,29,2029,17
jambu air,84,904,26
jambu air,232,978,28
kentang,1981,3443,24
bayam,1577,1108,20
cabai,305,1028,24
stroberi,1248,644,20
jambu air,424,505,13
bayam,1608,1069,23
stroberi,1487,633,18
kentang,1931,3597,17
bayam,1590,1345,24
cabai,314,1736,19
bayam,998,1201,21
jambu air,425,1316,17
stroberi,1177,678,18
kentang,2603,2793,18
cabai,298,830,20
bayam,849,1786,21
stroberi,1169,618,18
stroberi,1207,690,20
bayam,1551,1018,30
bayam,540,1300,28
jambu air,122,2362,15
kentang,963,2685,17
bayam,173,1095,22
stroberi,1288,692,18
cabai,779,1675,30
stroberi,1478,693,17
kentang,1917,3054,24
cabai,576,1082,24
kentang,2345,3032,24
bayam,1430,1290,30
stroberi,1198,634,20
jambu air,71,2045,11
jambu air,30,1016,15
bayam,1028,1572,28
stroberi,1086,620,20
jambu air,108,1259,13
kentang,2399,3035,24
jambu air,138,1866,10
cabai,72,1059,30
stroberi,1344,620,19
bayam,1152,1724,24
kentang,1034,3280,18
jambu air,21,2032,13
stroberi,1093,636,19
stroberi,1190,629,18
cabai,619,1837,19
kentang,1753,2877,14
cabai,1215,1089,22
jambu air,383,2157,14
bayam,1649,1177,29
jambu air,402,2783,21
jambu air,191,2323,13
jambu air,346,1688,25
bayam,241,1292,20
jambu air,93,1154,11
stroberi,1142,677,20
stroberi,1077,620,17
jambu air,59,2048,17
kentang,1262,2661,17
cabai,866,1906,26
stroberi,1331,604,19
kentang,1517,3415,24
jambu air,37,1511,13
bayam,1108,1818,20
stroberi,1243,657,19
bayam,1136,1395,27
jambu air,422,809,20
jambu air,420,1822,20
bayam,1824,1189,25
stroberi,1136,663,18
jambu air,302,2781,17
jambu air,83,570,27
bayam,733,1937,23
cabai,807,1139,19
stroberi,1032,601,17
stroberi,1206,625,18
kentang,1160,3283,14
jambu air,29,1275,22
bayam,1499,1364,22
kentang,1198,3505,13
stroberi,1148,621,18
cabai,1301,1632,23
kentang,423,2861,18
stroberi,1166,605,18
cabai,342,1886,22
bayam,532,1031,27
bayam,495,1249,26
cabai,632,867,24
jambu air,42,2439,20
jambu air,342,2841,24
cabai,239,1264,19
bayam,1353,1608,21
bayam,396,1798,21
bayam,510,1938,22
bayam,1133,1722,23
bayam,1543,1373,24
bayam,1908,1040,26
bayam,15,1560,29
stroberi,1143,699,17
kentang,876,2712,19
jambu air,182,2628,15
kentang,2750,3450,15
stroberi,1401,695,19
kentang,380,3269,14
stroberi,1025,683,20
kentang,2653,2465,23
stroberi,1409,672,20
bayam,766,1657,22
bayam,367,1273,26
cabai,856,1222,24
bayam,551,1804,27
kentang,1574,2786,17
stroberi,1104,633,17
stroberi,1011,642,19
cabai,652,1535,24
jambu air,38,2840,26
jambu air,63,791,10
kentang,455,2731,15
stroberi,1008,649,17
jambu air,68,1431,22
bayam,349,1326,22
jambu air,391,2023,11
bayam,383,1270,27
jambu air,74,1574,22
stroberi,1043,601,17
kentang,536,2553,15
bayam,1683,1254,28
cabai,1331,1120,29
stroberi,1385,623,19
jambu air,315,1299,19
jambu air,277,1258,21
jambu air,76,1775,25
jambu air,292,991,21
kentang,2106,3358,19
jambu air,328,1071,19
kentang,2635,3295,19
bayam,1834,1483,22
jambu air,491,1553,20
kentang,2390,3459,15
kentang,2474,2626,20
stroberi,1177,647,19
stroberi,1053,603,17
cabai,1187,1082,30
jambu air,395,1572,26
cabai,581,856,21
kentang,1557,3051,18
cabai,218,1074,24
cabai,168,933,30
stroberi,1247,641,17
bayam,1040,1608,24
kentang,1264,3150,16
jambu air,267,2716,13
stroberi,1092,667,18
cabai,1007,958,27
jambu air,246,2950,16
kentang,1077,2888,18
stroberi,1059,652,18
kentang,2152,3257,17
jambu air,215,2294,11
bayam,1271,1248,28
jambu air,395,889,14
jambu air,496,2203,26
stroberi,1308,671,19
jambu air,487,1671,16
stroberi,1289,622,18
stroberi,1421,623,19
bayam,1560,1666,20
bayam,1711,1092,22
stroberi,1301,624,20
cabai,638,1078,19
bayam,311,1720,27
kentang,2142,3021,14
kentang,2984,3001,21
stroberi,1012,671,18
jambu air,427,2890,16
kentang,2798,2518,17
jambu air,278,2405,20
jambu air,335,2478,24
stroberi,1126,618,18
kentang,1084,3039,17
jambu air,195,2564,13
kentang,1738,3241,22
bayam,1500,1323,24
kentang,1861,3046,14
jambu air,402,1384,14
jambu air,281,2051,24
bayam,288,1555,20
cabai,555,1648,27
jambu air,295,1601,10
cabai,350,1768,23
stroberi,1354,687,17
kentang,1068,3376,22
cabai,617,1125,19
kentang,1832,2621,15
bayam,1110,1471,23
stroberi,1116,661,18
kentang,1229,2572,24
jambu air,491,2695,25
jambu air,103,2691,14
cabai,274,1628,29
stroberi,1103,632,19
bayam,478,1940,24
bayam,913,1495,24
kentang,1766,3329,16
kentang,1731,2601,24
jambu air,471,2745,25
jambu air,163,918,15
jambu air,67,570,17
jambu air,177,777,15
jambu air,319,1985,25
kentang,2615,2452,13
jambu air,305,1287,16
cabai,1137,1641,21
kentang,1163,2943,13
cabai,1046,1198,30
kentang,2528,3394,15
cabai,32,1960,25
kentang,1194,2597,24
stroberi,1398,634,18
bayam,1114,1433,27
stroberi,1285,691,18
stroberi,1090,605,17
jambu air,124,2130,25
kentang,457,3574,17
cabai,1236,867,18
bayam,1677,1660,28
cabai,1199,1904,20
stroberi,1387,650,18
bayam,1186,1584,25
jambu air,316,2111,24
stroberi,1347,689,18
stroberi,1228,640,19
cabai,832,1203,20
jambu air,88,1211,11
kentang,502,2653,17
bayam,1375,1858,22
kentang,2223,3335,22
jambu air,36,2739,10
kentang,670,3279,24
kentang,2223,2570,24
cabai,318,977,30
kentang,463,3452,20
cabai,241,1079,28
stroberi,1383,667,20
kentang,1689,3310,23
stroberi,1466,616,19
jambu air,478,1157,23
kentang,1774,2990,23
jambu air,453,1012,23
bayam,1755,1186,27
stroberi,1293,642,20
stroberi,1281,608,19
stroberi,1112,613,20
jambu air,70,1386,17
jambu air,327,1160,28
jambu air,61,2284,14
kentang,964,3423,20
jambu air,306,2479,23
bayam,421,1149,20
cabai,749,948,20
stroberi,1055,637,19
bayam,757,1849,24
jambu air,461,2352,28
bayam,942,1865,28
stroberi,1366,647,18
cabai,46,1179,26
cabai,306,1463,30
bayam,710,1045,24
kentang,1206,2525,15
bayam,26,1383,24
kentang,2368,2695,18
kentang,1040,2581,21
cabai,1154,1470,28
bayam,940,1289,25
bayam,810,1081,24
bayam,91,1966,29
bayam,1190,1765,27
cabai,202,1552,29
kentang,1620,2490,16
jambu air,258,1168,21
stroberi,1112,630,18
bayam,1843,1158,25
kentang,438,3209,18
kentang,1990,2983,21
cabai,297,1636,27
kentang,2196,3442,18
jambu air,435,2031,19
jambu air,52,1021,21
jambu air,407,1989,28
cabai,7,1336,26
jambu air,224,994,11
jambu air,361,1175,13
bayam,1364,1808,28
cabai,1272,1415,27
kentang,738,2501,21
jambu air,29,1675,25
kentang,788,2678,19
stroberi,1014,603,19
kentang,964,3540,17
bayam,1200,1712,28
cabai,863,1839,18
cabai,780,1770,26
kentang,900,2646,16
stroberi,1052,607,17
stroberi,1233,695,19
bayam,264,1019,23
jambu air,454,1786,27
stroberi,1021,691,18
jambu air,110,2770,12
bayam,664,1254,30
cabai,1199,1354,18
kentang,2435,2926,23
kentang,2367,2646,13
bayam,1153,1136,29
bayam,174,1545,24
jambu air,10,2702,17
cabai,1296,1123,23
jambu air,312,1320,17
bayam,1006,1789,30
stroberi,1292,600,20
stroberi,1227,652,19
jambu air,470,1754,22
bayam,1055,1881,24
bayam,260,1503,22
cabai,456,879,26
jambu air,304,655,11
stroberi,1044,688,20
jambu air,230,1447,25
stroberi,1404,616,20
cabai,89,924,26
bayam,1586,1796,23
cabai,758,1791,30
bayam,689,1901,20
stroberi,1302,689,17
stroberi,1134,625,20
bayam,1721,1015,28
cabai,142,1752,19
jambu air,428,830,15
cabai,1124,1193,27
kentang,998,3137,19
jambu air,475,750,13
bayam,1467,1926,28
bayam,1057,1843,20
jambu air,26,2681,16
bayam,10,1533,23
bayam,282,1876,29
cabai,873,1904,18
cabai,920,1051,29
bayam,941,1184,24
jambu air,63,2057,16
bayam,1079,1636,30
kentang,1494,3105,23
stroberi,1351,658,20
kentang,1980,2939,21
bayam,132,1343,25
cabai,346,1398,23
cabai,633,1716,19
bayam,735,1130,29
bayam,771,1564,21
bayam,1082,1093,30
bayam,499,1173,30
kentang,961,2617,16
bayam,1453,1734,20
jambu air,297,2619,12
jambu air,196,1915,16
bayam,431,1135,29
bayam,437,1763,25
cabai,538,952,18
jambu air,450,1501,16
jambu air,22,921,20
bayam,137,1681,30
bayam,841,1741,24
jambu air,161,896,12
bayam,851,1885,20
cabai,1028,1325,25
stroberi,1142,688,19
bayam,386,1377,21
jambu air,232,2220,19
cabai,1268,950,28
cabai,193,1701,20
cabai,911,970,20
bayam,577,1440,21
jambu air,35,2671,25
kentang,2178,3109,19
jambu air,265,1429,20
bayam,162,1030,21
stroberi,1206,683,18
jambu air,350,689,11
kentang,606,2711,16
stroberi,1159,698,19
bayam,1923,1824,24
cabai,1196,1571,25
jambu air,190,2274,13
cabai,927,877,30
stroberi,1151,685,18
stroberi,1487,666,19
cabai,826,1694,20
jambu air,358,2079,27
jambu air,133,1280,12
kentang,2613,2874,17
bayam,1717,1442,20
jambu air,350,1212,26
cabai,1173,1877,19
bayam,718,1262,25
bayam,1461,1307,26
kentang,2752,2744,14
cabai,1101,1618,18
stroberi,1179,620,17
cabai,1169,1903,24
bayam,622,1135,28
bayam,506,1716,22
stroberi,1278,604,18
jambu air,41,1632,21
stroberi,1067,681,20
cabai,154,1713,20
stroberi,1355,638,18
kentang,2948,2779,16
jambu air,185,1114,23
cabai,877,963,27
kentang,1401,3364,22
jambu air,399,2246,15
stroberi,1353,667,17
cabai,898,1049,24
kentang,2166,2716,13
bayam,790,1984,23
bayam,874,1571,29
kentang,796,2777,19
jambu air,217,2606,11
kentang,2353,3319,23
cabai,1241,953,29
kentang,1846,3266,19
bayam,1955,1039,21
jambu air,287,2965,27
bayam,443,1451,30
jambu air,78,2748,15
stroberi,1279,606,20
stroberi,1443,645,19
kentang,2634,2927,13
cabai,764,1638,25
kentang,416,2513,13
bayam,1693,1362,27
kentang,2469,3402,18
kentang,928,2731,16
jambu air,496,1561,27
bayam,1674,1132,28
bayam,1960,1386,23
cabai,1078,1223,23
jambu air,263,1596,18
bayam,839,1500,21
bayam,1472,1225,22
kentang,1968,2991,21
jambu air,323,2207,12
bayam,1378,1599,28
jambu air,329,2217,26
kentang,1634,2919,18
jambu air,354,2531,14
jambu air,329,752,15
kentang,1616,2858,17
cabai,896,1905,30
bayam,1976,1600,30
jambu air,267,1344,14
jambu air,6,1672,11
stroberi,1157,696,20
bayam,287,1136,23
kentang,2768,3550,15
jambu air,105,2910,14
bayam,985,1122,26
jambu air,276,2639,12
kentang,1267,3495,14
cabai,499,922,30
stroberi,1413,632,18
cabai,1229,1669,22
bayam,1041,1605,26
jambu air,478,913,11
jambu air,300,2298,15
kentang,2787,3515,22
bayam,293,1185,28
jambu air,212,1556,17
kentang,1121,2550,22
jambu air,435,1681,28
cabai,1294,913,27
stroberi,1192,617,18
cabai,1028,1655,28
cabai,1084,1503,19
kentang,1095,2800,20
stroberi,1319,690,17
kentang,1140,2790,19
jambu air,482,1330,17
kentang,2931,3101,20
kentang,2398,3301,22
jambu air,380,1956,20
kentang,1804,2930,16
stroberi,1205,617,17
cabai,911,1492,19
jambu air,464,2129,19
jambu air,346,2708,20
stroberi,1194,607,19
kentang,2330,2692,14
stroberi,1087,675,17
cabai,1063,1810,19
stroberi,1082,634,19
cabai,679,1179,26
bayam,400,1786,24
bayam,1059,1999,26
cabai,1321,981,22
stroberi,1360,604,19
cabai,1180,1832,19
jambu air,442,1923,19
bayam,1995,1536,27
stroberi,1434,658,17
bayam,530,1748,23
bayam,1756,1818,25
kentang,490,3218,21
bayam,1164,1165,29
cabai,955,812,19
stroberi,1333,671,19
stroberi,1171,685,18
stroberi,1221,652,20
kentang,1931,3019,17
kentang,1524,3061,18
cabai,1397,1466,18
stroberi,1498,663,17
stroberi,1409,641,20
kentang,1161,3515,13
jambu air,40,1451,27
jambu air,365,2371,14
bayam,120,1404,26
jambu air,396,1673,13
jambu air,376,2730,18
kentang,1807,2910,18
bayam,1895,1709,22
bayam,467,1632,20
kentang,1306,2692,24
stroberi,1385,672,17
cabai,1283,1015,24
stroberi,1210,685,18
kentang,610,3447,13
bayam,1225,1467,30
kentang,1389,2477,15
jambu air,337,2174,15
jambu air,63,2641,22
stroberi,1309,639,20
cabai,207,811,23
bayam,758,1166,22
kentang,2508,3241,22
kentang,1009,2825,23
kentang,1029,2417,15
jambu air,219,2164,17
kentang,1446,2627,24
kentang,2208,3065,20
jambu air,317,894,27
jambu air,65,1046,14
jambu air,326,1953,25
jambu air,93,772,14
kentang,963,3545,20
jambu air,152,943,18
kentang,2171,2866,16
jambu air,217,2874,28
kentang,1502,2509,14
bayam,1026,1964,29
cabai,99,1272,20
bayam,185,1961,27
kentang,584,3107,24
kentang,1565,2682,23
cabai,129,863,28
bayam,1241,1746,22
bayam,713,1897,28
kentang,1230,2771,19
cabai,135,1195,30
stroberi,1250,698,19
bayam,1159,1588,26
cabai,686,969,26
cabai,242,1756,28
stroberi,1301,675,18
kentang,823,3106,16
kentang,889,2908,17
bayam,270,1708,24
bayam,1743,1735,20
kentang,566,3056,13
cabai,1374,1872,29
jambu air,225,2009,26
jambu air,236,2292,21
jambu air,474,2023,20
cabai,944,1948,24
jambu air,395,2881,21
bayam,118,1478,25
jambu air,330,2058,15
kentang,876,2783,20
jambu air,292,870,26
stroberi,1194,672,18
stroberi,1166,612,19
bayam,146,1865,24
cabai,527,1080,21
stroberi,1390,658,18
stroberi,1233,682,18
cabai,348,1340,27
bayam,773,1020,29
jambu air,412,2465,11
stroberi,1205,631,18
bayam,1348,1051,23
bayam,1349,1465,23
kentang,390,3332,20
kentang,2645,3109,14
jambu air,120,801,18
jambu air,253,2455,17
cabai,838,1841,27
stroberi,1414,636,20
stroberi,1036,602,17
stroberi,1042,602,19
stroberi,1212,639,17
stroberi,1415,632,19
jambu air,79,1845,21
stroberi,1278,600,20
stroberi,1334,604,17
kentang,1915,2593,24
jambu air,87,781,19
cabai,133,1936,19
kentang,1134,3351,14
jambu air,47,2269,11
bayam,195,1274,27
cabai,904,1411,18
stroberi,1033,691,18
kentang,1866,2879,16
kentang,1464,3427,14
cabai,905,1349,30
jambu air,91,661,28
cabai,229,1982,27
bayam,841,1085,23
cabai,67,1281,27
bayam,564,1992,23
kentang,1903,3585,24
kentang,1747,3388,17
jambu air,199,2525,24
bayam,532,1789,20
bayam,906,1278,30
stroberi,1230,697,19
stroberi,1089,631,18
kentang,2792,2721,18
kentang,2290,3056,14
kentang,1446,2746,22
jambu air,408,1328,18
cabai,595,938,24
stroberi,1142,615,18
cabai,505,1247,28
cabai,966,1195,25
stroberi,1317,648,17
kentang,616,2707,22
jambu air,341,1671,13
cabai,1032,1172,20
jambu air,400,877,27
jambu air,359,2076,21
bayam,1933,1152,23
stroberi,1108,687,20
cabai,1394,1276,28
kentang,2574,2985,22
stroberi,1164,603,18
cabai,860,1309,23
bayam,1903,1866,20
cabai,1188,1704,22
stroberi,1057,700,19
stroberi,1369,608,17
jambu air,389,2264,18
kentang,2919,2883,20
stroberi,1228,660,20
bayam,402,1121,22
jambu air,171,772,15
cabai,445,978,21
cabai,1025,942,25
stroberi,1324,675,18
cabai,413,1610,26
kentang,2728,3333,20
jambu air,196,601,14
kentang,1013,3241,16
bayam,72,1441,22
stroberi,1209,667,20
stroberi,1149,621,17
stroberi,1447,609,20
cabai,680,1392,27
jambu air,12,1826,15
cabai,263,1125,20
stroberi,1238,638,20
cabai,108,1178,26
kentang,2827,3193,13
stroberi,1008,675,20
stroberi,1250,682,20
cabai,1022,1417,25
stroberi,1096,631,17
jambu air,53,2144,28
jambu air,135,1244,24
cabai,6,834,28
cabai,968,1038,18
stroberi,1013,623,18
stroberi,1144,617,20
stroberi,1442,646,17
cabai,292,1629,20
cabai,690,888,18
kentang,2923,3303,13
jambu air,44,1496,23
jambu air,157,828,27
jambu air,261,2337,21
kentang,1603,2539,18
cabai,644,1649,18
kentang,824,2498,15
bayam,908,1567,23
kentang,390,2499,22
cabai,596,1184,27
cabai,1048,1276,23
kentang,1871,2534,22
cabai,172,1803,19
cabai,687,1859,22
jambu air,144,1631,27
kentang,2580,3056,22
stroberi,1098,700,19
stroberi,1275,613,18
cabai,977,1982,29
jambu air,171,2255,26
kentang,962,2815,14
bayam,472,1556,20
kentang,950,3520,15
kentang,1085,3079,14
cabai,1288,1409,20
jambu air,464,1197,10
kentang,1001,2715,24
kentang,1790,2785,19
cabai,569,1153,28
bayam,895,1677,29
bayam,1101,1569,22
stroberi,1135,662,19
cabai,531,1150,19
stroberi,1433,653,17
stroberi,1466,691,19
bayam,283,1669,29
stroberi,1153,623,18
bayam,1056,1618,20
jambu air,236,821,17
kentang,2112,3474,21
bayam,393,1548,27
kentang,2967,2477,21
cabai,1372,984,30
bayam,70,1092,26
stroberi,1242,666,20
kentang,986,3348,20
bayam,1673,1365,23
bayam,1499,1975,22
jambu air,198,2072,27
jambu air,141,2343,10
kentang,2328,2546,17
cabai,1121,1907,30
stroberi,1078,616,19
stroberi,1258,694,20
bayam,93,1420,27
bayam,564,1183,25
cabai,465,1677,28
stroberi,1461,617,17
bayam,986,1148,30
bayam,985,1581,27
cabai,888,1002,18
stroberi,1112,670,19
jambu air,446,2854,21
cabai,1384,938,25
stroberi,1172,605,19
bayam,1396,1670,20
cabai,868,974,19
kentang,753,2970,17
bayam,1172,1726,26
jambu air,182,2197,21
jambu air,148,1017,18
jambu air,412,1438,14
stroberi,1082,648,17
bayam,109,1538,23
bayam,1856,1808,26
jambu air,31,1803,22
jambu air,278,695,18
kentang,1065,3050,14
stroberi,1311,636,19
stroberi,1072,678,19
cabai,433,896,20
cabai,1282,969,25
kentang,2105,3192,21
kentang,567,2898,15
jambu air,469,1789,17
stroberi,1288,663,20
bayam,629,1102,25
stroberi,1439,684,20
bayam,1077,1715,21
kentang,795,2743,20
cabai,852,1333,26
cabai,596,1930,27
stroberi,1446,637,20
bayam,1436,1353,21
kentang,304,3537,15
stroberi,1112,625,17
bayam,686,1954,28
kentang,1748,3199,24
stroberi,1225,635,17
kentang,2731,2828,24
cabai,273,1441,20
bayam,369,1581,21
stroberi,1212,651,18
jambu air,196,915,13
kentang,2859,2449,16
cabai,1152,1285,28
bayam,333,1184,27
cabai,535,1302,20
jambu air,483,2340,20
jambu air,366,1816,12
bayam,347,1308,29
stroberi,1448,641,17
jambu air,177,2648,16
bayam,1586,1417,29
cabai,347,1837,22
kentang,867,3279,13
stroberi,1376,669,17
kentang,1380,2616,14
kentang,1372,2414,16
bayam,1305,1181,29
kentang,1634,3058,14
kentang,2297,2401,21
stroberi,1401,656,17
bayam,217,1924,25
stroberi,1139,695,18
bayam,335,1577,21
kentang,2012,2815,17
kentang,2255,2758,19
bayam,121,1951,27
bayam,894,1345,25
kentang,1169,3520,24
jambu air,20,913,18
bayam,1313,1238,24
jambu air,300,1707,25
cabai,348,1476,25
cabai,745,951,28
stroberi,1226,680,19
kentang,1745,2710,14
bayam,1073,1189,30
cabai,660,1050,19
bayam,1955,1953,27
cabai,114,926,29
cabai,1236,1467,29
bayam,1258,1969,21
bayam,1314,1886,22
jambu air,99,1449,20
kentang,2035,2982,21
bayam,1003,1359,30
stroberi,1415,630,18
jambu air,274,2278,22
stroberi,1055,645,18
kentang,2253,2512,15
kentang,2831,2963,17
kentang,2973,2708,17
cabai,1353,814,21
cabai,262,825,21
bayam,446,1282,30
jambu air,78,1097,19
cabai,1072,1834,21
kentang,513,2741,17
jambu air,154,2446,17
bayam,1301,1496,27
bayam,1179,1955,25
bayam,179,1914,21
cabai,628,1524,21
kentang,2450,3439,18
stroberi,1480,678,19
bayam,1269,1382,21
stroberi,1201,627,17
kentang,2594,2864,17
bayam,1992,1756,22
stroberi,1470,651,19
bayam,1417,1561,28
stroberi,1187,664,17
bayam,1753,1556,30
bayam,1338,1528,24
bayam,543,1321,25
stroberi,1104,667,20
cabai,1019,958,24
cabai,1287,1646,27
bayam,1022,1991,27
bayam,1461,1666,25
jambu air,419,680,25
cabai,430,1840,25
stroberi,1120,685,19
stroberi,1419,666,17
cabai,1330,1206,25
cabai,710,1163,29
cabai,390,1608,23
cabai,1071,1139,21
stroberi,1273,688,17
stroberi,1085,655,19
